domainid	n	non_zero_counts	min_count	max_count	mean	stddev	kurtosis	skew	ks_test_statistic	ks_test_pvalue	norm_log_statistic	norm_log_pvalue	norm_sqrt_statistic	norm_sqrt_pvalue	norm_cbrt_statistic	norm_cbrt_pvalue	norm_yeojohnson_statistic	norm_yeojohnson_pvalue	yeojohnson_lmbda
PF13771	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13772	7059	1499	0	2	0.223544	0.442668	1.857970	1.707430	0.480853	0.000100	0.484014	0.000100	0.484899	0.000100	0.485459	0.000100	0.485835	0.000100	-6.223231
PF13774	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13775	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13778	7059	1082	0	3	0.159229	0.382546	4.217317	2.221866	0.508091	0.000100	0.510305	0.000100	0.510867	0.000100	0.511228	0.000100	0.511464	0.000100	-9.104055
PF13787	7059	692	0	6	0.108231	0.350118	26.806838	4.060223	0.523348	0.000100	0.528848	0.000100	0.529864	0.000100	0.530645	0.000100	0.531137	0.000100	-13.912873
PF13793	7059	7024	0	5	1.311376	0.528759	2.121350	1.383063	0.430472	0.000100	0.428846	0.000100	0.420025	0.000100	0.401555	0.000100	0.416842	0.000100	-0.898926
PF13802	7059	2645	0	7	0.563819	0.889408	3.562688	1.848741	0.362222	0.000100	0.388652	0.000100	0.394990	0.000100	0.401216	0.000100	0.403974	0.000100	-1.918714
PF13805	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13806	7059	3283	0	3	0.521037	0.602872	-0.299845	0.726132	0.341180	0.000100	0.352310	0.000100	0.355612	0.000100	0.357814	0.000100	0.356694	0.000100	-0.923993
PF13810	7059	626	0	7	0.159513	0.615978	26.896696	4.899684	0.513478	0.000100	0.525668	0.000100	0.528255	0.000100	0.531360	0.000100	0.533770	0.000100	-11.738904
PF13812	7059	12	0	1	0.001700	0.041195	583.251703	24.191976	0.514757	0.000100	0.514757	0.000100	0.514757	0.000100	0.514757	0.000100	0.514757	0.000100	-110.420068
PF13813	7059	35	0	2	0.005100	0.073193	239.604363	14.964646	0.522815	0.000100	0.523049	0.000100	0.523112	0.000100	0.523152	0.000100	0.523178	0.000100	-90.526417
PF13815	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13816	7059	148	0	3	0.022241	0.156779	70.551541	7.769344	0.535436	0.000100	0.536612	0.000100	0.536893	0.000100	0.537081	0.000100	0.537203	0.000100	-66.520798
PF13820	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13821	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13823	7059	2368	0	6	0.533787	0.912575	4.260974	2.016588	0.385228	0.000100	0.409816	0.000100	0.415472	0.000100	0.421361	0.000100	0.424776	0.000100	-2.339569
PF13824	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13826	7059	607	0	4	0.089248	0.297740	13.297409	3.421223	0.531819	0.000100	0.533646	0.000100	0.534040	0.000100	0.534306	0.000100	0.534475	0.000100	-16.423165
PF13831	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13832	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13833	7059	259	0	4	0.043066	0.235925	51.236743	6.479982	0.535724	0.000100	0.538884	0.000100	0.539685	0.000100	0.540270	0.000100	0.540671	0.000100	-35.811111
PF13836	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13837	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13838	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13839	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13840	7059	6320	0	4	1.315342	0.793268	1.342985	0.827063	0.317765	0.000100	0.298533	0.000100	0.340421	0.000100	0.398176	0.000100	0.285035	0.000100	0.369422
PF13841	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13842	7059	3	0	1	0.000425	0.020611	2348.000425	48.476803	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	-110.420068
PF13843	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13844	7059	939	0	21	0.253719	0.903048	89.029900	7.240202	0.477599	0.000100	0.506924	0.000100	0.509691	0.000100	0.515375	0.000100	0.519329	0.000100	-7.641935
PF13846	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13847	7059	5130	0	18	1.506021	1.510153	6.287426	1.765312	0.231152	0.000100	0.182999	0.000100	0.226951	0.000100	0.301269	0.000100	0.191844	0.000100	-0.096950
PF13848	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13850	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13851	7059	2	0	1	0.000283	0.016830	3524.500283	59.384344	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	-110.420068
PF13853	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13854	7059	42	0	2	0.006092	0.079610	193.855663	13.527892	0.524544	0.000100	0.524763	0.000100	0.524821	0.000100	0.524858	0.000100	0.524882	0.000100	-90.526417
PF13855	7059	1930	0	126	0.588752	2.041125	2022.775024	34.252382	0.386511	0.000100	0.432210	0.000100	0.434893	0.000100	0.448086	0.000100	0.456275	0.000100	-2.913964
PF13857	7059	1019	0	6	0.179629	0.498508	22.450134	3.889955	0.496337	0.000100	0.509077	0.000100	0.511474	0.000100	0.513607	0.000100	0.515004	0.000100	-8.753511
PF13859	7059	24	0	1	0.003400	0.058210	289.128412	17.062486	0.519887	0.000100	0.519887	0.000100	0.519887	0.000100	0.519887	0.000100	0.519887	0.000100	-110.420068
PF13860	7059	2815	0	51	0.485480	1.108970	1230.088371	28.021844	0.330786	0.000100	0.380940	0.000100	0.382969	0.000100	0.390192	0.000100	0.392317	0.000100	-1.761368
PF13862	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13863	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13864	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13865	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13866	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13867	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13868	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13869	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13870	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13871	7059	407	0	6	0.092789	0.448861	54.186454	6.628423	0.524224	0.000100	0.534273	0.000100	0.536213	0.000100	0.538417	0.000100	0.540020	0.000100	-19.242470
PF13872	7059	408	0	6	0.095339	0.461714	54.424476	6.644278	0.523992	0.000100	0.534191	0.000100	0.536107	0.000100	0.538356	0.000100	0.540003	0.000100	-18.920202
PF13873	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13874	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13875	7059	473	0	2	0.067857	0.254857	11.651670	3.589683	0.537964	0.000100	0.538400	0.000100	0.538515	0.000100	0.538586	0.000100	0.538633	0.000100	-21.371922
PF13877	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13878	7059	14	0	1	0.001983	0.044490	499.216273	22.387860	0.515794	0.000100	0.515794	0.000100	0.515794	0.000100	0.515794	0.000100	0.515794	0.000100	-110.420068
PF13879	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13880	7059	4	0	1	0.000567	0.023798	1759.750567	41.973212	0.508931	0.000100	0.508931	0.000100	0.508931	0.000100	0.508931	0.000100	0.508931	0.000100	-110.420068
PF13881	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13882	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13883	7059	1018	0	2	0.146055	0.358338	2.934836	2.123890	0.513989	0.000100	0.514686	0.000100	0.514871	0.000100	0.514985	0.000100	0.515059	0.000100	-9.857431
PF13884	7059	675	0	27	0.167304	0.769276	288.537078	12.447550	0.490455	0.000100	0.520980	0.000100	0.523318	0.000100	0.528513	0.000100	0.531841	0.000100	-11.478570
PF13885	7059	17	0	1	0.002408	0.049015	410.237708	20.303638	0.517184	0.000100	0.517184	0.000100	0.517184	0.000100	0.517184	0.000100	0.517184	0.000100	-110.420068
PF13886	7059	34	0	1	0.004817	0.069234	202.622487	14.304632	0.522913	0.000100	0.522913	0.000100	0.522913	0.000100	0.522913	0.000100	0.522913	0.000100	-110.420068
PF13887	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13888	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13889	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13890	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13891	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13892	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13893	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13894	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13895	7059	29	0	2	0.004533	0.073230	357.083992	17.850781	0.520570	0.000100	0.521141	0.000100	0.521310	0.000100	0.521419	0.000100	0.521495	0.000100	-90.526417
PF13896	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13897	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13898	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13899	7059	3426	0	11	0.911602	1.228576	4.212203	1.742092	0.285602	0.000100	0.324847	0.000100	0.331923	0.000100	0.341420	0.000100	0.339933	0.000100	-0.890079
PF13901	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13902	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13903	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13904	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13905	7059	1025	0	13	0.275676	0.888734	41.801132	5.355822	0.476579	0.000100	0.501840	0.000100	0.505140	0.000100	0.510644	0.000100	0.514670	0.000100	-6.913624
PF13906	7059	324	0	2	0.046324	0.212198	18.608324	4.449769	0.540499	0.000100	0.540761	0.000100	0.540830	0.000100	0.540872	0.000100	0.540900	0.000100	-31.262722
PF13907	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13908	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13909	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13910	7059	152	0	2	0.021674	0.146588	44.140000	6.704074	0.537236	0.000100	0.537362	0.000100	0.537395	0.000100	0.537415	0.000100	0.537428	0.000100	-66.743041
PF13911	7059	185	0	2	0.026349	0.161054	35.013383	6.015745	0.538767	0.000100	0.538882	0.000100	0.538912	0.000100	0.538931	0.000100	0.538943	0.000100	-54.875049
PF13912	7059	6	0	2	0.001133	0.041215	1759.973062	40.386451	0.510118	0.000100	0.510485	0.000100	0.510616	0.000100	0.510710	0.000100	0.510783	0.000100	-90.526417
PF13913	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13914	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13915	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13916	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13917	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13918	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13919	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13920	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13921	7059	366	0	4	0.078340	0.377824	39.225219	5.864558	0.530275	0.000100	0.536483	0.000100	0.538046	0.000100	0.539498	0.000100	0.540593	0.000100	-21.875397
PF13922	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13923	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13924	7059	580	0	4	0.096898	0.346132	18.650418	4.036912	0.528067	0.000100	0.532668	0.000100	0.533915	0.000100	0.534810	0.000100	0.535433	0.000100	-15.929693
PF13925	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13926	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13927	7059	107	0	15	0.027624	0.378186	899.076542	27.366629	0.513954	0.000100	0.528690	0.000100	0.529467	0.000100	0.532441	0.000100	0.534205	0.000100	-58.904832
PF13928	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13929	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13931	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13932	7059	5289	0	2	0.752090	0.438312	-0.563874	-1.066299	0.463411	0.000100	0.465562	0.000100	0.466309	0.000100	0.466914	0.000100	0.448389	0.000100	3.144119
PF13933	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13934	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13936	7059	2068	0	38	0.607593	1.463299	113.392928	7.151083	0.368040	0.000100	0.424325	0.000100	0.428512	0.000100	0.439397	0.000100	0.446378	0.000100	-2.627530
PF13943	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13945	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13947	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13948	7059	93	0	70	0.095056	1.416576	1611.278461	35.262008	0.513573	0.000100	0.529284	0.000100	0.527703	0.000100	0.530554	0.000100	0.532815	0.000100	-42.502257
PF13949	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13952	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF13959	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13960	7059	1	0	2	0.000283	0.023803	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-90.526417
PF13961	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13962	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF13963	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF13964	7059	640	0	6	0.109506	0.386475	34.701399	4.823194	0.520872	0.000100	0.529328	0.000100	0.530957	0.000100	0.532336	0.000100	0.533235	0.000100	-14.320591
PF13965	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13966	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13967	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13968	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13971	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF13975	7059	1865	0	4	0.351750	0.654688	3.507457	1.931019	0.440247	0.000100	0.452803	0.000100	0.456353	0.000100	0.459182	0.000100	0.461182	0.000100	-3.920559
PF13976	7059	2	0	1	0.000283	0.016830	3524.500283	59.384344	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	-110.420068
PF14008	7059	33	0	2	0.005242	0.079670	319.532694	16.890542	0.521551	0.000100	0.522217	0.000100	0.522418	0.000100	0.522551	0.000100	0.522643	0.000100	-90.526417
PF14009	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14021	7059	672	0	6	0.167729	0.633106	27.256273	4.918715	0.509264	0.000100	0.523079	0.000100	0.525906	0.000100	0.529347	0.000100	0.531963	0.000100	-11.114611
PF14022	7059	666	0	4	0.105681	0.346427	15.824645	3.663224	0.525484	0.000100	0.529853	0.000100	0.530935	0.000100	0.531697	0.000100	0.532207	0.000100	-14.313714
PF14027	7059	336	0	3	0.052982	0.247436	28.493235	5.089449	0.537170	0.000100	0.539457	0.000100	0.540111	0.000100	0.540545	0.000100	0.540844	0.000100	-28.442223
PF14031	7059	2939	0	6	0.527412	0.728223	3.452532	1.575307	0.349179	0.000100	0.371635	0.000100	0.376971	0.000100	0.381394	0.000100	0.382259	0.000100	-1.539954
PF14033	7059	51	0	2	0.007508	0.089546	171.210512	12.572253	0.526184	0.000100	0.526556	0.000100	0.526658	0.000100	0.526722	0.000100	0.526764	0.000100	-90.526417
PF14040	7059	319	0	3	0.059074	0.294052	36.475599	5.724201	0.534414	0.000100	0.538278	0.000100	0.539409	0.000100	0.540276	0.000100	0.540915	0.000100	-27.196659
PF14046	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14047	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14048	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14049	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14050	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14051	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14061	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14073	7059	2	0	1	0.000283	0.016830	3524.500283	59.384344	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	-110.420068
PF14075	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14077	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14078	7059	657	0	4	0.107664	0.363394	21.223477	4.074153	0.523409	0.000100	0.529483	0.000100	0.530848	0.000100	0.531883	0.000100	0.532567	0.000100	-14.267417
PF14087	7059	591	0	4	0.094489	0.332832	20.075359	4.062682	0.528024	0.000100	0.532638	0.000100	0.533734	0.000100	0.534525	0.000100	0.535049	0.000100	-16.077877
PF14099	7059	541	0	11	0.131180	0.564137	53.494882	6.241352	0.515292	0.000100	0.528889	0.000100	0.531354	0.000100	0.534442	0.000100	0.536717	0.000100	-14.092982
PF14108	7059	659	0	2	0.094489	0.296357	6.984392	2.902569	0.531710	0.000100	0.532217	0.000100	0.532351	0.000100	0.532434	0.000100	0.532488	0.000100	-15.340843
PF14111	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF14113	7059	305	0	3	0.048590	0.240512	35.649893	5.566367	0.536840	0.000100	0.539436	0.000100	0.540130	0.000100	0.540606	0.000100	0.540930	0.000100	-31.170487
PF14114	7059	773	0	3	0.110781	0.318342	5.801752	2.637556	0.526562	0.000100	0.527252	0.000100	0.527406	0.000100	0.527505	0.000100	0.527568	0.000100	-13.074752
PF14124	7059	653	0	4	0.104972	0.346029	13.708837	3.544521	0.526679	0.000100	0.530432	0.000100	0.531500	0.000100	0.532223	0.000100	0.532726	0.000100	-14.459396
PF14138	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14144	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14145	7059	711	0	3	0.105256	0.323512	10.887213	3.152522	0.526812	0.000100	0.529211	0.000100	0.529742	0.000100	0.530103	0.000100	0.530331	0.000100	-13.964165
PF14159	7059	116	0	6	0.035416	0.311544	120.121846	10.357723	0.528817	0.000100	0.532308	0.000100	0.533105	0.000100	0.534113	0.000100	0.534986	0.000100	-56.176186
PF14160	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14161	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14186	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF14197	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF14200	7059	1362	0	30	0.870520	2.910276	28.887289	4.998933	0.424622	0.000100	0.470187	0.000100	0.468908	0.000100	0.482530	0.000100	0.494373	0.000100	-3.326458
PF14204	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
