name,NcbiTaxonomyID,habitat,hostid,hostname
Caldicellulosiruptor kronotskyensis 2002,632348,Hot spring,0,NA
Lactobacillus amylovorus GRL 1112,695560,Multiple,9823,Sus scrofa
Lactobacillus delbrueckii subsp. bulgaricus ND02,767455,HostAssociated,9606,Homo sapiens
Halogeometricum borinquense DSM 11551,469382,Specialized,0,NA
Methylovorus sp. MP688,887061,Air Soil Wastewater,0,NA
Paludibacter propionicigenes WB4,694427,Terrestrial,0,NA
Riemerella anatipestifer DSM 15868,693978,HostAssociated,0,Anas platyrhynchos (duck) geese gucks turkeys and waterfowls distributed worldwide
Calditerrivibrio nitroreducens DSM 19672,768670,HostAssociated,0,NA
Marivirga tractuosa DSM 4126,643867,NA,0,NA
Mycoplasma leachii PG50,880447,HostAssociated,9606,Bos taurus Homo sapiens
Neisseria lactamica 020-06,489653,HostAssociated,9606,Homo sapiens
Oceanithermus profundus DSM 14977,670487,Deep sea Hydrothermal vent Marine,0,NA
Sulfuricurvum kujiense DSM 16994,709032,NA,0,NA
Mycoplasma bovis PG45,289397,HostAssociated,9913,Cattle
Candidatus Liberibacter solanacearum CLso-ZC1,658172,HostAssociated,121845,Diaphorina citri
Pseudoalteromonas sp. SM9913,234831,Aquatic,0,NA
Campylobacter jejuni subsp. jejuni ICDCCJ07001,757425,HostAssociated,9606,Homo sapiens
Thermococcus barophilus MP,391623,Aquatic,0,NA
Helicobacter felis ATCC 49179,936155,HostAssociated,9685,Felis catus
Mycobacterium sp. Spyr1,278137,Terrestrial,0,NA
Micromonospora sp. L5,648999,Soil,0,NA
Asticcacaulis excentricus CB 48,573065,Aquatic,0,NA
Cenarchaeum symbiosum A,414004,NA,0,NA
Ruminococcus albus 7,697329,HostAssociated,0,NA
Ethanoligenens harbinense YUAN-3,663278,Sludge,0,NA
Bacillus cellulosilyticus DSM 2522,649639,Multiple,0,NA
Intrasporangium calvum DSM 43043,710696,Air,0,NA
Thermaerobacter marianensis DSM 12885,644966,Specialized,0,NA
Rhodopseudomonas palustris DX-1,652103,Fresh water Soil,0,NA
Desulfurispirillum indicum S5,653733,Fresh water Sediment,0,NA
Pantoea sp. At-9b,592316,Multiple,0,NA
Desulfovibrio aespoeensis Aspo-2,643562,Animal intestinal microflora Fresh water Mud Sea water Soil,0,NA
Alicycliphilus denitrificans BC,596153,Aquatic,0,NA
Candidatus Blochmannia vafer str. BVAF,859654,HostAssociated,0,NA
Taylorella equigenitalis MCE9,937774,HostAssociated,9796,Equus caballus
Geobacillus sp. Y412MC52,550542,Specialized,0,NA
Thermovibrio ammonificans HB-1,648996,Deep sea Fresh water Hydrothermal vent Marine,0,NA
Mesorhizobium ciceri biovar biserrulae WSM1271,765698,HostAssociated,0,Biserrula pelecinus L
Haemophilus influenzae F3031,866630,HostAssociated,9606,Homo sapiens
Mycoplasma fermentans M64,943945,HostAssociated,9606,Homo sapiens
Haemophilus influenzae F3047,935897,HostAssociated,9606,Homo sapiens
Pseudoxanthomonas suwonensis 11-1,743721,NA,0,NA
Staphylococcus pseudintermedius HKU10-03,937773,HostAssociated,0,Canis lupus familiaris (dog) dogs foxes horses humans mink pigeons
Variovorax paradoxus EPS,595537,Multiple,0,NA
Bartonella clarridgeiae 73,696125,HostAssociated,9615,cats and dogs
Bacteroides helcogenes P 36-108,693979,HostAssociated,9823,Sus scrofa
Cellulophaga algicola DSM 14237,688270,Aquatic,0,NA
Nitratifractor salsuginis DSM 16511,749222,Specialized,0,NA
Isosphaera pallida ATCC 43644,575540,Specialized,0,NA
Deinococcus maricopensis DSM 21211,709986,Soil,0,NA
Anaerolinea thermophila UNI-1,926569,Fresh water,0,NA
Desulfurococcus mucosus DSM 2162,765177,Fresh water Sulfur spring,0,NA
Terriglobus saanensis SP1PR4,401053,Terrestrial,0,NA
Thermoanaerobacter brockii subsp. finnii Ako-1,509193,Aquatic,0,NA
Vibrio vulnificus MO6-24/O,914127,HostAssociated,9443,Homo sapiens primates
Mycoplasma haemofelis str. Langford 1,941640,HostAssociated,9685,Felis catus (Cat)
Desulfobulbus propionicus DSM 2032,577650,Aquatic,0,NA
Geobacter sp. M18,443143,Terrestrial,0,NA
Thermus scotoductus SA-01,743525,Specialized,0,NA
Bacillus subtilis BSn5,936156,HostAssociated,78372,Amorphophallus konjac
Bifidobacterium longum subsp. infantis 157F,565040,HostAssociated,9606,Homo sapiens
Acidobacterium sp. MP5ACTX9,1198114,NA,0,NA
Rahnella sp. Y9602,2703885,HostAssociated,0,Homo sapiens freshwater
Bifidobacterium longum subsp. longum JCM 1217,565042,HostAssociated,9606,Homo sapiens
Microbacterium testaceum StLB037,979556,HostAssociated,0,NA
Burkholderia sp. CCGE1001,640510,HostAssociated,0,NA
Acidovorax avenae subsp. avenae ATCC 19860,643561,HostAssociated,0,NA
Weeksella virosa DSM 16922,865938,HostAssociated,9606,Homo sapiens
Arthrobacter phenanthrenivorans Sphe3,930171,Terrestrial,0,NA
Vulcanisaeta moutnovskia 768-28,985053,NA,0,NA
Spirochaeta sp. Buddy,158189,Aquatic,0,NA
Mycoplasma suis KI3806,708248,NA,0,NA
Mycoplasma suis str. Illinois,768700,HostAssociated,9823,Sus scrofa
Odoribacter splanchnicus DSM 20712,709991,HostAssociated,9606,Homo sapiens
Deinococcus proteolyticus MRP,693977,HostAssociated,9844,Lama glama
Bacteroides salanitronis DSM 18170,667015,HostAssociated,9031,caecum of healthy chicken
Cellulophaga lytica DSM 7489,867900,Mud,0,NA
Syntrophobotulus glycolicus DSM 8271,645991,Aquatic,0,NA
Planctomyces brasiliensis DSM 5305,756272,Fresh water Marine,0,NA
Pedobacter saltans DSM 12145,762903,Terrestrial,0,NA
Acidiphilium multivorum AIU301,926570,Fresh water,0,NA
Agrobacterium sp. H13-3,1183401,HostAssociated,0,NA
Desulfurobacterium thermolithotrophum DSM 11699,868864,Aquatic,0,NA
Lactobacillus acidophilus 30SC,1604,HostAssociated,9823,Sus Scrofa
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069,990317,HostAssociated,9606,Homo sapiens
Methanobacterium sp. AL-21,877455,HostAssociated,0,NA
Chlamydophila psittaci 6BC,331636,HostAssociated,8782,Homo sapiens birds
Nitrosomonas sp. AL212,153948,Multiple,0,NA
Yersinia enterocolitica subsp. palearctica 105.5R(r),994476,HostAssociated,9606,Homo sapiens
Polymorphum gilvum SL003B-26A1,991905,NA,0,NA
Clostridium lentocellum DSM 5427,642492,NA,0,NA
Marinomonas mediterranea MMB-1,717774,Marine,0,NA
Sphingobacterium sp. 21,743722,NA,0,NA
Aerococcus urinae ACS-120-V-Col10a,866775,HostAssociated,9606,Homo sapiens
Streptococcus oralis Uo5,927666,HostAssociated,9606,Homo sapiens
Prevotella denticola F0289,767031,HostAssociated,9606,Homo sapiens
Pseudonocardia dioxanivorans CB1190,675635,Fresh water Sludge,0,NA
Thermoproteus uzoniensis 768-20,999630,Fresh water,0,NA
Hippea maritima DSM 10411,760142,Specialized,0,NA
Archaeoglobus veneficus SNP6,693661,Aquatic,0,NA
Fluviicola taffensis DSM 16823,755732,Aquatic,0,NA
Burkholderia gladioli BSR3,999541,NA,0,NA
Pseudomonas brassicacearum subsp. brassicacearum NFM421,994484,Root nodule,0,NA
Candidatus Pelagibacter sp. IMCC9063,1002672,Marine,0,NA
Treponema succinifaciens DSM 2489,869209,HostAssociated,0,NA
Marinithermus hydrothermalis DSM 14884,869210,Aquatic,0,NA
Desulfobacca acetoxidans DSM 11109,880072,Fresh water Sludge,0,NA
Coriobacterium glomerans PW2,700015,HostAssociated,37000,Pyrrhocoris apterus
Carnobacterium sp. 17-4,208596,Marine Sea water,0,NA
Mycoplasma mycoides subsp. capri LC str. 95010,862259,HostAssociated,0,NA
Chlamydophila pecorum E58,331635,HostAssociated,0,and swine. cattle koalas (marsupials) sheep and goats (ruminants)
Verrucosispora maris AB-18-032,263358,Sediment,0,NA
Pseudomonas mendocina NK-01,1001585,HostAssociated,9606,Homo sapiens
Methanosaeta concilii GP6,990316,Fresh water,0,NA
Clostridium botulinum BKT015925,929506,Fresh water Soil,0,NA
Lactobacillus buchneri NRRL B-30929,511437,Multiple,9606,Homo sapiens
Alicycliphilus denitrificans K601,596154,NA,0,NA
Aeromonas veronii B565,998088,Sediment,9606,Homo sapiens
Streptococcus suis ST3,1007064,HostAssociated,9823,Homo sapiens Sus scrofa
Metallosphaera cuprina Ar-4,1006006,Fresh water Hot spring,0,NA
Spirochaeta coccoides DSM 17374,760011,Specialized,223394,Neotermes castaneus
Selenomonas sputigena ATCC 35185,546271,HostAssociated,9606,Homo sapiens
Pusillimonas sp. T7-7,1007105,NA,0,NA
Gallibacterium anatis UMN179,1005058,NA,9031,Gallus gallus
Pyrococcus sp. NA2,342949,Hydrothermal vent Marine,0,NA
Krokinobacter sp. 4H-3-7-5,983548,Sea water Sediment,0,NA
Glaciecola sp. 4H-3-7+YE-5,983545,Sea water,0,NA
Thermodesulfobium narugense DSM 14796,747365,Hot spring,0,NA
Treponema brennaborense DSM 12168,906968,HostAssociated,9913,Bovine
Porphyromonas asaccharolytica DSM 20707,879243,HostAssociated,9606,Homo sapiens
Haliscomenobacter hydrossis DSM 1100,760192,Aquatic,0,NA
Cellulomonas fimi ATCC 484,590998,Terrestrial,0,NA
Melissococcus plutonius ATCC 35311,940190,NA,0,NA
Acidianus hospitalis W1,933801,Fresh water,0,NA
Tepidanaerobacter sp. Re1,1209989,Sludge,0,NA
Mahella australiensis 50-1 BON,697281,Oil fields,0,NA
Alteromonas sp. SN2,715451,Marine,0,NA
Thermoanaerobacterium xylanolyticum LX-11,858215,Fresh water Sediment,0,NA
Pseudomonas fulva 12-X,743720,HostAssociated,0,homo sapiens soil
Streptococcus parauberis KCTC 11537,936154,NA,0,NA
Marinomonas posidonica IVIA-Po-181,491952,Marine,0,(seagrass) Posidonia oceanica
Amycolicicoccus subflavus DQS3-9A1,443218,Soil,0,NA
Methanotorris igneus Kol 5,880724,Marine Submarine,0,NA
Delftia sp. Cs1-4,742013,Fresh water Oil fields Sludge Soil,0,NA
Desulfotomaculum carboxydivorans CO-1-SRB,868595,Animal intestinal microflora Fresh water Mud Sea water Soil,0,NA
Serratia sp. AS12,768490,HostAssociated,0,Rapeseed plant
Serratia sp. AS9,768492,HostAssociated,0,Rapeseed plant
Porphyromonas gingivalis TDC60,1030843,HostAssociated,9606,Homo sapiens
Methylomonas methanica MC09,857087,Marine Soil,0,NA
Desulfotomaculum kuznetsovii DSM 6115,760568,Animal intestinal microflora Fresh water Mud Sea water Soil,0,NA
Methanobacterium sp. SWAN-1,868131,NA,0,NA
Mycobacterium sp. JDM601,875328,HostAssociated,9606,Homo sapiens
Treponema azotonutricium ZAS-9,545695,HostAssociated,0,Termite
Treponema primitia ZAS-2,545694,HostAssociated,0,Termite
Novosphingobium sp. PP1Y,702113,HostAssociated,0,NA
Thioalkalimicrobium cyclicum ALM1,717773,NA,0,NA
Isoptericola variabilis 225,743718,HostAssociated,13139,Australian termite Mastotermes darwiniensis.
Desulfotomaculum ruminis DSM 2154,696281,Multiple,0,NA
Sinorhizobium meliloti AK83,693982,Multiple,0,NA
Sphingobium chlorophenolicum L-1,690566,Soil,0,NA
Lactobacillus kefiranofaciens ZW3,190905,HostAssociated,0,NA
Streptococcus pasteurianus ATCC 43144,981540,NA,9606,Homo sapiens
Erysipelothrix rhusiopathiae str. Fujisawa,650150,HostAssociated,9606,Homo sapiens
Methanothermococcus okinawensis IH1,647113,Deep sea Fresh water Hydrothermal vent,0,NA
Vibrio anguillarum 775,882102,HostAssociated,8019,Oncorhynchus kisutch (Coho salmon)
Bacillus coagulans 2-6,941639,Soil,0,NA
Microlunatus phosphovorus NM-1,1032480,Sludge,0,NA
Lacinutrix sp. 5H-3-7-4,983544,NA,0,NA
Frankia symbiont of Datisca glomerata,2716812,HostAssociated,34297,Datisca glomerata
Halopiger xanaduensis SH-6,797210,Salinewater Soil,0,NA
Geobacillus thermoglucosidasius C56-YS93,634956,Multiple,0,NA
Buchnera aphidicola (Cinara tujafilina),261317,HostAssociated,34664,Acyrthosiphon kondoi
Enterobacter aerogenes KCTC 2190,1028307,HostAssociated,9606,Homo sapiens
Helicobacter bizzozeronii CIII-1,1002804,NA,9606,Homo sapiens
Cellvibrio gilvus ATCC 13127,593907,Terrestrial,9913,bos taurus
Flexistipes sinusarabici DSM 4947,717231,Marine,0,NA
Corynebacterium resistens DSM 45100,662755,HostAssociated,9606,Homo sapiens
Mesorhizobium opportunistum WSM2075,536019,HostAssociated,0,Biserrula pelecinus L
Methanosalsum zhilinae DSM 4017,679901,Specialized,0,NA
Ramlibacter tataouinensis TTB310,365046,Terrestrial,0,NA
Streptococcus parasanguinis ATCC 15912,760570,HostAssociated,9606,Homo sapiens
Pyrococcus yayanosii CH1,529709,Hydrothermal vent Marine,0,NA
Thermodesulfatator indicus DSM 15286,667014,Aquatic,0,NA
Thermodesulfobacterium sp. OPB45,795359,Fresh water,0,NA
Corynebacterium ulcerans BR-AD22,945712,NA,0,NA
Clostridium acetobutylicum DSM 1731,991791,Soil,0,NA
Paenibacillus mucilaginosus KNP414,1036673,NA,0,NA
Runella slithyformis DSM 19594,761193,Aquatic,0,NA
Francisella sp. TX077308,573569,HostAssociated,9606,Homo sapiens
Lactobacillus reuteri SD2112,491077,Multiple,9606,Homo sapiens
Parachlamydia acanthamoebae UV7,765952,NA,0,NA
Thermotoga thermarum DSM 5069,688269,Specialized,0,NA
Zymomonas mobilis subsp. pomaceae ATCC 29192,579138,NA,0,NA
Simkania negevensis Z,331113,HostAssociated,9606,Homo sapiens
Myxococcus fulvus HW-1,35,Aquatic,0,NA
Treponema paraluiscuniculi Cuniculi A,545776,HostAssociated,9606,Homo sapiens
Hyphomicrobium sp. MC1,717785,Aquatic Soil Wastewater,0,NA
Candidatus Midichloria mitochondrii IricVA,696127,HostAssociated,34613,Ixodes ricinus
Cupriavidus necator N-1,1042878,Fresh water Soil,0,NA
Mycoplasma bovis Hubei-1,956483,HostAssociated,9913,Cattle
Roseobacter litoralis Och 149,391595,Aquatic,0,NA
Nitrosomonas sp. Is79A3,261292,Fresh water,0,NA
Spirochaeta caldaria DSM 7334,744872,Fresh water Hot spring,0,NA
Pseudomonas putida S16,1042876,Soil Wastewater,0,NA
Leuconostoc sp. C2,979982,NA,0,NA
Candidatus Moranella endobia PCIT,903503,NA,170843,Planococcus citri
Candidatus Tremblaya princeps PCIT,891398,HostAssociated,0,mealybug Planococcus citri (Risso).
Clostridium sp. SY8519,1042156,NA,9606,Homo sapiens
Eggerthella sp. YY7918,502558,NA,9606,Homo sapiens
Pseudomonas stutzeri ATCC 17588 = LMG 11199,316,HostAssociated,0,NA
Chlamydia trachomatis L2c,887712,HostAssociated,9606,Homo sapiens
Weissella koreensis KACC 15510,1045854,NA,0,NA
Sulfobacillus acidophilus TPY,1051632,NA,0,NA
Mycobacterium africanum GM041182,572418,HostAssociated,9606,Homo sapiens
Streptococcus salivarius CCHSS3,1048332,HostAssociated,9606,Homo sapiens
Salmonella bongori NCTC 12419,218493,HostAssociated,0,NA
Zobellia galactanivorans,63186,NA,0,NA
Capnocytophaga canimorsus Cc5,860228,HostAssociated,9606,Homo sapiens
Methanococcus maripaludis XI,1053692,NA,0,NA
Mycobacterium canettii CIPT 140010059,1048245,HostAssociated,9606,Homo sapiens
Acidithiobacillus caldus SM-1,990288,NA,0,NA
Collimonas fungivorans Ter331,1005048,Soil,0,NA
Brucella pinnipedialis B2/94,520461,NA,0,NA
Corynebacterium variabile DSM 44702,858619,Normal microflora Soil,0,NA
Thermococcus sp. 4557,1042877,NA,0,NA
Rickettsia heilongjiangensis 054,1032845,NA,1055122,Dysmicoccus sylvarum
Streptococcus pseudopneumoniae IS7493,1054460,HostAssociated,9606,Homo sapiens
Borrelia bissettii DN127,521010,HostAssociated,0,NA
Candidatus Arthromitus sp. SFB-mouse-Japan,1029718,NA,10090,Mus musculus
Cyclobacterium marinum DSM 745,880070,HostAssociated,183653,Poronotus triacanthus
Cenarchaeum symbiosum B,414005,NA,0,NA
uncultured Termite group 1 bacterium phylotype Rs-D17,471821,HostAssociated,0,NA
Candidatus Cloacamonas acidaminovorans,456827,NA,0,NA
Ralstonia solanacearum MolK2,564065,NA,0,NA
Neisseria meningitidis 8013,604162,NA,0,NA
Clostridium difficile BI9,699032,NA,0,NA
Sulfolobus islandicus REY15A,930945,NA,0,NA
Lactobacillus helveticus H10,767462,NA,0,NA
Vibrio tapetis,52443,NA,0,NA
Roseburia intestinalis XB6B4,718255,NA,0,NA
Bifidobacterium animalis subsp. lactis BLC1,1075106,NA,0,NA
Bacillus megaterium DSM319,0,NA,0,NA
Rhizobium sp. NGR234,0,NA,0,NA
Ketogulonigenium vulgarum WSH-001,759362,NA,0,NA
Bifidobacterium breve ACS-071-V-Sch8b,866777,NA,0,NA
Mycobacterium tuberculosis CCDC5180,443150,NA,0,NA
Bacteroides fragilis 638R,862962,NA,0,NA
Chlamydophila psittaci 02DC15,1112254,NA,0,NA
Bifidobacterium animalis subsp. lactis V9,573236,NA,0,NA
Yersinia pestis biovar Medievalis str. Harbin 35,547048,NA,0,NA
Borrelia burgdorferi JD1,521008,NA,0,NA
Klebsiella pneumoniae KCTC 2242,1049565,NA,0,NA
Spirochaeta thermophila DSM 6578,869211,NA,0,NA
Herpetosiphon aurantiacus ATCC 23779,0,NA,0,NA
Neisseria meningitidis NZ-05/33,935589,NA,0,NA
Listeria monocytogenes str. 4b F2365,0,NA,0,NA
Helicobacter pylori 35A,585535,NA,0,NA
Haloarcula hispanica ATCC 33960,634497,NA,0,NA
Corynebacterium pseudotuberculosis PAT10,935298,NA,0,NA
Rhodothermus marinus SG0.5JP17-172,762570,Hot spring Marine,0,NA
Pseudomonas stutzeri DSM 4166,996285,NA,0,NA
Yersinia pestis D106004,637382,NA,0,NA
Pantoea stewartii subsp. stewartii DC283,660596,NA,0,NA
Haemophilus influenzae 10810,862964,NA,0,NA
Methylovorus sp. SIP3-4,0,NA,0,NA
Sinorhizobium meliloti BL225C,698936,NA,0,NA
Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,909946,NA,0,NA
Listeria monocytogenes Clip80459,0,NA,0,NA
Mycoplasma putrefaciens KS1 Other,743965,HostAssociated,9925,Goat
Lactobacillus johnsonii DPC 6026,909954,NA,0,NA
Neisseria gonorrhoeae TCDC-NG08107,940296,NA,0,NA
Streptococcus salivarius JIM8777,347253,NA,0,NA
Klebsiella pneumoniae NTUH-K2044,0,NA,0,NA
Buchnera aphidicola str. Ua (Uroleucon ambrosiae),1005057,NA,0,NA
Chlamydia trachomatis G/9301,718219,NA,0,NA
Mycobacterium tuberculosis CCDC5079,443149,NA,0,NA
Bacteriovorax marinus SJ,862908,NA,0,NA
Streptococcus thermophilus JIM 8232,1051074,NA,0,NA
Acetobacter pasteurianus IFO 3283-07,634454,NA,0,NA
Faecalibacterium prausnitzii L2-6,718252,NA,0,NA
Acetobacter pasteurianus IFO 3283-12,634459,NA,0,NA
Mycoplasma hyorhinis MCLD,936139,NA,0,NA
Eubacterium rectale DSM 17629,657318,NA,0,NA
Clostridium perfringens SM101,289380,HostAssociated,9606,Homo sapiens
Legionella pneumophila 130b,866628,NA,0,NA
Escherichia coli 042,216592,NA,0,NA
Escherichia coli W,566546,NA,0,NA
Brachyspira intermedia PWS/A,1045858,NA,0,NA
Helicobacter pylori v225d,637913,NA,0,NA
Megasphaera elsdenii DSM 20460,1064535,NA,0,NA
Neisseria meningitidis M04-240196,935593,NA,0,NA
Neisseria meningitidis M01-240355,935588,NA,0,NA
Shewanella baltica OS678,693973,NA,0,NA
Streptococcus pneumoniae SPN032672,869311,NA,0,NA
Amycolatopsis mediterranei S699,713604,NA,0,NA
Leuconostoc kimchii IMSNU11154,0,NA,0,NA
Francisella cf. novicida Fx1,984129,NA,0,NA
Neisseria meningitidis alpha710,630588,NA,0,NA
Clostridium botulinum H04402 065,941968,NA,0,NA
Arcobacter butzleri ED-1,944546,NA,0,NA
Enterobacter asburiae LF7a,885040,NA,0,NA
Escherichia coli NA114,1033813,NA,0,NA
Francisella tularensis subsp. tularensis NE061598,510831,NA,0,NA
Yersinia pestis D182038,637385,NA,0,NA
Enterococcus sp. 7L76,1351,NA,0,NA
Brucella melitensis M5-90,703352,NA,0,NA
Desulfovibrio desulfuricans subsp. desulfuricans str. G20,0,NA,0,NA
Staphylococcus aureus subsp. aureus ST398,523796,NA,0,NA
Helicobacter pylori 2017,985081,NA,0,NA
Bifidobacterium longum subsp. longum KACC 91563,1035817,NA,0,NA
Thiomonas sp. 3As,426114,NA,0,NA
Vibrio cholerae Mex1,663913,NA,0,NA
Paenibacillus polymyxa M1,1052684,NA,0,NA
Bacillus amyloliquefaciens XH7,1034836,NA,0,NA
Ruminococcus torques L2-14,657313,NA,0,NA
Acinetobacter baumannii TCDC-AB0715,980514,NA,0,NA
Mycoplasma gallisepticum str. F,708616,NA,0,NA
Caldicellulosiruptor lactoaceticus 6A,632516,Hot spring,0,NA
Corynebacterium pseudotuberculosis I19,889513,NA,0,NA
Alistipes shahii WAL 8301,717959,NA,0,NA
Escherichia coli ETEC H10407,316401,NA,0,NA
Streptococcus pneumoniae OXC141,869215,NA,0,NA
Chlamydia trachomatis G/9768,707185,NA,0,NA
Lactobacillus sanfranciscensis TMW 1.1304,714313,NA,0,NA
Helicobacter pylori F16,866344,NA,0,NA
Listeria monocytogenes L99,563174,NA,0,NA
Propionibacterium acnes 6609,1031709,NA,0,NA
Haemophilus parainfluenzae T3T1,862965,HostAssociated,0,NA
Synergistetes bacterium SGP1,651822,NA,0,NA
butyrate-producing bacterium SS3/4,245014,NA,0,NA
Mycoplasma mycoides subsp. mycoides SC str. Gladysdale,865867,NA,0,NA
Clostridium difficile 2007855,699033,NA,0,NA
Neisseria meningitidis WUE 2594,942513,NA,0,NA
Rhodobacter capsulatus SB1003,0,NA,0,NA
Coprococcus sp. ART55/1,751585,NA,0,NA
Eubacterium cylindroides T2-87,717960,NA,0,NA
Eubacterium siraeum V10Sc8a,717961,NA,0,NA
Clostridium cf. saccharolyticum K10,717608,NA,0,NA
Staphylococcus lugdunensis N920143,1034809,NA,0,NA
Mycoplasma mycoides subsp. capri str. GM12,436113,NA,0,NA
Corynebacterium pseudotuberculosis C231,681645,NA,0,NA
Streptococcus thermophilus ND03,767463,NA,0,NA
butyrate-producing bacterium SSC/2,649756,NA,0,NA
Halanaerobium praevalens DSM 2228,572479,NA,0,NA
Aggregatibacter phage S1249,683735,NA,0,NA
Eubacterium rectale M104/1,657317,NA,0,NA
Sulfolobus islandicus HVE10/4,930943,NA,0,NA
Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858,NA,0,NA
Streptomyces violaceusniger Tu 4113,653045,Soil Terrestrial,0,NA
Streptococcus pneumoniae INV104,869269,NA,0,NA
Chlamydia trachomatis E/150,707184,NA,0,NA
Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum),713602,NA,0,NA
Helicobacter pylori Puno120,1055528,NA,0,NA
Marinobacter adhaerens HP15,225937,NA,0,NA
Helicobacter pylori India7,907238,NA,0,NA
Acidithiobacillus ferrivorans SS3,743299,NA,0,NA
Escherichia coli IHE3034,714962,NA,0,NA
Lactococcus lactis subsp. lactis CV56,929102,NA,0,NA
Roseburia hominis A2-183,585394,NA,0,NA
Escherichia coli UMNK88,696406,NA,0,NA
Oligotropha carboxidovorans OM4,1031710,NA,0,NA
Sphingobium sp. SYK-6,627192,NA,0,NA
Corynebacterium ulcerans 809,945711,NA,0,NA
Arcobacter sp. L,944547,NA,0,NA
Shewanella putrefaciens 200,399804,NA,0,NA
Mycoplasma haemofelis Ohio2,859194,NA,0,NA
Acinetobacter calcoaceticus PHEA-2,871585,NA,0,NA
Helicobacter pylori SouthAfrica7,907239,NA,0,NA
Campylobacter jejuni subsp. jejuni S3,718271,NA,0,NA
Listeria monocytogenes M7,1030009,NA,0,NA
halophilic archaeon DL31 Other,756883,NA,0,NA
Vibrio cholerae LMA3894-4,935297,NA,0,NA
Staphylococcus aureus subsp. aureus JKD6159,869816,NA,0,NA
Bacillus amyloliquefaciens LL3,1001582,NA,0,NA
Buchnera aphidicola str. Ak (Acyrthosiphon kondoi),1005090,NA,0,NA
Yersinia pestis A1122,1035377,NA,0,NA
Buchnera aphidicola str. JF99 (Acyrthosiphon pisum),713601,NA,0,NA
Helicobacter pylori Sat464,794851,NA,0,NA
Propionibacterium acnes 266,909952,NA,0,NA
Anaerocellum thermophilum DSM 6725,0,NA,0,NA
Serratia sp. AS13,768493,NA,0,NA
Thermincola sp. JR,0,NA,0,NA
Riemerella anatipestifer RA-GD,992406,NA,0,NA
Acinetobacter baumannii 1656-2,696749,NA,0,NA
Helicobacter pylori F57,866346,NA,0,NA
Edwardsiella tarda FL6-60,718251,NA,0,NA
Mycoplasma pneumoniae FH,722438,NA,0,NA
Clostridium acetobutylicum EA 2018,863638,NA,0,NA
Streptococcus suis JS14,945704,NA,0,NA
Chlamydia trachomatis D-LC,759364,NA,0,NA
Haemophilus influenzae R2846,262727,NA,0,NA
Lactobacillus delbrueckii subsp. bulgaricus 2038,353496,NA,0,NA
Bifidobacterium longum subsp. longum F8,722911,NA,0,NA
Filifactor alocis ATCC 35896,546269,NA,0,NA
Helicobacter pylori 52,684950,NA,0,NA
Vibrio furnissii NCTC 11218,903510,NA,0,NA
Streptomyces bingchenggensis BCW-1,749414,NA,0,NA
Mycobacterium tuberculosis KZN 4207,478433,NA,0,NA
Chlamydophila pneumoniae LPCoLN,406984,NA,0,NA
Acetobacter pasteurianus IFO 3283-03,634453,NA,0,NA
Staphylococcus aureus subsp. aureus TW20,663951,NA,0,NA
Streptococcus dysgalactiae subsp. equisimilis ATCC 12394,663954,NA,0,NA
Neisseria meningitidis G2136,935599,NA,0,NA
Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,216597,NA,0,NA
Coprococcus catus GD/7,717962,NA,0,NA
Vibrio fluvialis Ind1,563774,NA,0,NA
Chlamydophila psittaci 08DC60,1112267,NA,0,NA
Bacillus subtilis subsp. natto BEST195,645657,NA,0,NA
Staphylococcus aureus 04-02981,703339,NA,0,NA
Helicobacter pylori 2018,985080,NA,0,NA
Salmonella enterica subsp. enterica serovar Typhimurium str. T000240,718274,NA,0,NA
Helicobacter pylori SNT49,1055530,NA,0,NA
Streptococcus pneumoniae SPN034156,869303,NA,0,NA
Vibrio cholerae Ind5,663914,NA,0,NA
Helicobacter pylori F30,866345,NA,0,NA
Escherichia coli BL21(DE3),469008,NA,0,NA
Streptococcus suis GZ1,423211,NA,0,NA
Staphylococcus aureus subsp. aureus ED133,685039,NA,0,NA
Shewanella baltica BA175,693974,NA,0,NA
Clostridium thermocellum DSM 1313,637887,NA,0,NA
Lactobacillus fermentum CECT 5716,712938,NA,0,NA
Escherichia coli ABU 83972,655817,NA,0,NA
Escherichia coli O157:H7 EDL933,0,NA,0,NA
Streptococcus salivarius 57.I,1046629,NA,0,NA
Sinorhizobium meliloti SM11,707241,NA,0,NA
Lactococcus garvieae ATCC 49156,420889,NA,0,NA
Treponema pallidum subsp. pallidum str. Chicago,666714,NA,0,NA
Human papillomavirus - cand62,334210,NA,0,NA
Helicobacter pylori Puno135,1055529,NA,0,NA
Comamonas sp. CNB-1,0,NA,0,NA
Clostridium difficile M68,699037,NA,0,NA
Helicobacter pylori 908,869727,NA,0,NA
Lactobacillus amylovorus GRL1118,695562,NA,0,NA
Haloquadratum walsbyi C23,768065,NA,0,NA
Streptococcus pneumoniae SPN034183,869304,NA,0,NA
Brucella melitensis M28,941967,NA,0,NA
Escherichia coli str. K-12 substr. W3110,316407,NA,0,NA
Haemophilus influenzae R2866,262728,NA,0,NA
